ID,Player,Team,Position,RkOv,Status,Age,Opponent,Salary,Score,Ros,+/-
*06bap*,Easton Cowan,TOR,"C,RW",461,Toronto Arenas - TOA,21,MTL Tue 7:00PM,"935,833",44.03,79%,-1%
*04mto*,Kaapo Kakko,SEA,RW,463,Toronto Arenas - TOA,25,,"4,525,000",43.76,50%,-1%
*05nik*,Artur Akhtyamov,TOR,G,487,Toronto Arenas - TOA,24,MTL Tue 7:00PM,"900,000",42.93,50%,-1%
*04zp7*,Albert Johansson,DET,D,707,Toronto Arenas - TOA,25,,"1,125,000",31.16,18%,-1%
*03rah*,Noah Juulsen,COL,D,724,Toronto Arenas - TOA,29,,"1,100,000",29.93,7%,-1%
*05ymk*,Luca Del Bel Belluz,CBJ,C,732,Toronto Arenas - TOA,22,,"923,333",29.48,42%,-1%
*05ymp*,Kevin Korchinski,CHI,D,864,Toronto Arenas - TOA,22,@VGK Tue 10:30PM,"950,000",21.01,53%,-2%
*05u0t*,Ethan Del Mastro,CHI,D,885,Toronto Arenas - TOA,23,@VGK Tue 10:30PM,"878,333",19.82,25%,-1%
*05tpa*,Ville Koivunen,PIT,LW,893,Toronto Arenas - TOA,23,,"4,000,000",19.57,53%,-1%
*04znx*,Joshua Roy,UTA,"LW,RW",967,Toronto Arenas - TOA,23,,"850,000",16.46,33%,-1%
*0616n*,Owen Pickering,PIT,D,988,Toronto Arenas - TOA,22,,"886,667",15.78,42%,-1%
*05aa0*,Brayden Yager,WPG,"C,RW",1011,Toronto Arenas - TOA,21,,"950,000",15.41,60%,-1%
*06hri*,Cole Beaudoin,NYR,C,1404,Toronto Arenas - TOA,20,@BOS Tue 8:00PM,"975,000",0,54%,-2%
*06c3y*,Damian Clara,ANA,G,2171,Toronto Arenas - TOA,21,,"878,333",0,36%,-2%
*059dx*,Lukas Cormier,VGK,D,2270,Toronto Arenas - TOA,24,CHI Tue 10:30PM,"850,000",0,32%,-1%
*0760d*,Jaxon Cover,OTT,LW,2310,Toronto Arenas - TOA,18,,"950,000",0,45%,-2%
*06mb8*,Ben Danford,TOR,D,2414,Toronto Arenas - TOA,20,MTL Tue 7:00PM,"964,000",0,33%,-2%
*060pt*,Jordan Dumais,CBJ,RW,2667,Toronto Arenas - TOA,22,,"923,333",0,31%,-1%
*06ban*,David Edstrom,NSH,C,2721,Toronto Arenas - TOA,21,,"950,000",0,32%,-2%
*06pyv*,Milton Gastrin,STL,C,3188,Toronto Arenas - TOA,19,,"975,000",0,34%,-2%
*06gk1*,Jack Ivankovic,NSH,G,3966,Toronto Arenas - TOA,19,,"950,000",0,59%,-2%
*06xvx*,Tinus Luc Koblar,TOR,C,4427,Toronto Arenas - TOA,19,MTL Tue 7:00PM,"1,028,333",0,29%,-1%
*05ui5*,Quentin Musty,SJS,LW,5795,Toronto Arenas - TOA,21,,"950,000",0,66%,-2%
*06pww*,Joshua Ravensbergen,SJS,G,6700,Toronto Arenas - TOA,19,,"950,000",0,68%,-2%
*070fo*,Chase Reid,SEA,D,6734,Toronto Arenas - TOA,18,,"950,000",0,80%,-2%
*06hcs*,Ryder Ritchie,MIN,RW,6806,Toronto Arenas - TOA,20,,"950,000",0,34%,-2%
*06sqs*,Jacob Rombach,NSH,D,6872,Toronto Arenas - TOA,19,,"950,000",0,23%,-1%
*06lur*,Teddy Stiga,NSH,LW,7646,Toronto Arenas - TOA,20,,"950,000",0,37%,-1%
*06bab*,Anton Wahlberg,ANA,C,8246,Toronto Arenas - TOA,21,,"865,000",0,25%,-2%
*03jxy*,Auston Matthews,TOR,C,11,Toronto Saint Pats - TSP,28,MTL Tue 7:00PM,"13,250,000",88.98,99%,0%
*03924*,Jack Eichel,VGK,C,15,Toronto Saint Pats - TSP,29,CHI Tue 10:30PM,"13,500,000",87.8,100%,0%
*0457k*,Jake Oettinger,DAL,G,17,Toronto Saint Pats - TSP,27,,"8,250,000",87.53,99%,0%
*04kyh*,Brady Tkachuk,FLA,LW,25,Toronto Saint Pats - TSP,26,@CAR Tue 5:00PM,"8,205,714",83.52,99%,0%
*04yla*,Brandon Bussi,CAR,G,47,Toronto Saint Pats - TSP,28,FLA Tue 5:00PM,"1,900,000",79.37,95%,0%
*02un5*,Sam Reinhart,FLA,RW,69,Toronto Saint Pats - TSP,30,@CAR Tue 5:00PM,"8,625,000",76.03,99%,0%
*042ye*,Jesper Bratt,NJD,LW,106,Toronto Saint Pats - TSP,28,,"7,875,000",70.48,98%,0%
*03ra8*,Timo Meier,NJD,"LW,RW",134,Toronto Saint Pats - TSP,29,,"8,800,000",67.06,93%,0%
*039sy*,Alex Nedeljkovic,SJS,G,141,Toronto Saint Pats - TSP,30,,"3,000,000",66.37,45%,0%
*04ld3*,Noah Dobson,MTL,D,168,Toronto Saint Pats - TSP,26,@TOR Tue 7:00PM,"9,500,000",63.95,99%,0%
*015pv*,John Carlson,TBL,D,172,Toronto Saint Pats - TSP,36,,"8,500,000",63.71,97%,0%
*03w5s*,Ryan McLeod,BUF,C,208,Toronto Saint Pats - TSP,26,,"5,000,000",59.72,58%,-2%
*01ztp*,Zach Hyman,EDM,RW,218,Toronto Saint Pats - TSP,34,VAN Tue 10:00PM,"5,500,000",59.06,96%,0%
*01sio*,Mats Zuccarello,LAK,RW,259,Toronto Saint Pats - TSP,38,,"1,000,000",55.6,76%,-1%
*03de2*,Brandon Montour,SEA,D,265,Toronto Saint Pats - TSP,32,,"7,142,857",54.96,94%,0%
*03yuf*,Eeli Tolvanen,(N/A),"LW,RW",268,Toronto Saint Pats - TSP,27,,"3,475,000",54.8,51%,-3%
*060us*,Dennis Hildeby,TBL,G,288,Toronto Saint Pats - TSP,25,,"841,667",53.17,57%,-2%
*03eeo*,Jake Evans,MTL,C,293,Toronto Saint Pats - TSP,30,@TOR Tue 7:00PM,"2,850,000",52.86,22%,-1%
*01zu5*,Justin Faulk,DET,D,299,Toronto Saint Pats - TSP,34,,"6,500,000",52.4,71%,0%
*067y1*,Justin Hryckowian,DAL,"C,LW",319,Toronto Saint Pats - TSP,25,,"950,000",51.06,42%,-1%
*05tcz*,Oliver Kapanen,MTL,C,329,Toronto Saint Pats - TSP,23,@TOR Tue 7:00PM,"942,000",50.82,65%,-3%
*04f0y*,Mario Ferraro,WPG,D,358,Toronto Saint Pats - TSP,27,,"4,000,000",49.33,39%,0%
*04mv3*,Alex Newhook,MTL,"C,LW,RW",383,Toronto Saint Pats - TSP,25,@TOR Tue 7:00PM,"2,900,000",48.13,54%,-3%
*03eb6*,Jonas Johansson,TBL,G,450,Toronto Saint Pats - TSP,30,,"1,250,000",44.68,19%,-1%
*06lv1*,Jett Luchanko,PHI,C,533,Toronto Saint Pats - TSP,20,,"941,667",41.03,65%,-2%
*05oxk*,Mason Lohrei,BOS,D,545,Toronto Saint Pats - TSP,25,NYR Tue 8:00PM,"3,200,000",40.39,58%,-2%
*05rj4*,Fedor Svechkov,COL,C,578,Toronto Saint Pats - TSP,23,,"1,250,000",38.77,33%,-1%
*05lwt*,Gage Goncalves,TBL,"LW,RW",596,Toronto Saint Pats - TSP,25,,"1,200,000",37.96,38%,-2%
*06axc*,Samuel Honzek,CGY,"C,LW",705,Toronto Saint Pats - TSP,21,,"909,166",31.19,49%,-2%
*05lu9*,Wyatt Kaiser,CHI,D,713,Toronto Saint Pats - TSP,24,@VGK Tue 10:30PM,"1,700,000",30.82,23%,-1%
*05ui3*,Joakim Kemell,NSH,RW,755,Toronto Saint Pats - TSP,22,,"886,666",27.77,50%,-2%
*05lu6*,Victor Mancini,VAN,D,762,Toronto Saint Pats - TSP,24,@EDM Tue 10:00PM,"1,000,000",27.39,22%,-1%
*05r2z*,Theo Lindstein,STL,D,781,Toronto Saint Pats - TSP,21,,"940,883",25.8,43%,-2%
*05oxq*,Mikael Pyyhtia,CBJ,"C,LW,RW",819,Toronto Saint Pats - TSP,24,,"875,000",23.65,12%,-1%
*05rj2*,Scott Morrow,NYR,D,906,Toronto Saint Pats - TSP,23,@BOS Tue 8:00PM,"925,000",19.11,51%,-2%
*06sqq*,Henry Brzustewicz,LAK,D,1862,Toronto Saint Pats - TSP,19,,"1,075,000",0,45%,-1%
*05nzw*,Corson Ceulemans,CBJ,D,2080,Toronto Saint Pats - TSP,23,,"850,000",0,24%,-1%
*06pyy*,Blake Fiddler,SEA,D,2924,Toronto Saint Pats - TSP,19,,"950,000",0,34%,-2%
*06luv*,Alfons Freij,WPG,D,3079,Toronto Saint Pats - TSP,20,,"965,000",0,35%,-2%
*05wwh*,David Goyette,SEA,C,3354,Toronto Saint Pats - TSP,22,,"891,666",0,24%,-2%
*075w6*,Malte Gustafsson,NYI,D,3476,Toronto Saint Pats - TSP,18,,"1,075,000",0,63%,-2%
*076r6*,Chase Harrington,CGY,LW,3589,Toronto Saint Pats - TSP,18,,"950,000",0,28%,-2%
*075kn*,Oscar Hemming,CBJ,LW,3676,Toronto Saint Pats - TSP,18,,"950,000",0,64%,-2%
*075w7*,Simas Ignatavicius,FLA,C,3933,Toronto Saint Pats - TSP,18,@CAR Tue 5:00PM,"950,000",0,33%,-1%
*06lkx*,Terik Parascak,WSH,RW,6186,Toronto Saint Pats - TSP,20,,"941,667",0,54%,-1%
*06jha*,Max Plante,DET,C,6448,Toronto Saint Pats - TSP,20,,"950,000",0,54%,-2%
*06mho*,Petteri Rimpinen,LAK,G,6794,Toronto Saint Pats - TSP,20,,"950,000",0,22%,-1%
*0760y*,Brooks Rogowski,VAN,C,6854,Toronto Saint Pats - TSP,18,@EDM Tue 10:00PM,"950,000",0,38%,-2%
*06lo9*,Logan Sawyer,MTL,LW,7102,Toronto Saint Pats - TSP,20,@TOR Tue 7:00PM,"950,000",0,13%,-1%
*06sq9*,Cooper Simpson,BOS,LW,7361,Toronto Saint Pats - TSP,19,NYR Tue 8:00PM,"950,000",0,25%,-1%
*06ydv*,Matias Vanhanen,NJD,LW,8112,Toronto Saint Pats - TSP,18,,"950,000",0,31%,-1%
*06c91*,Yevgeni Volokhin,MTL,G,8213,Toronto Saint Pats - TSP,21,@TOR Tue 7:00PM,"950,000",0,15%,-1%
*06sqi*,Carter Amico,PHI,D,1142,W <small>(Mon)</small>,19,,"950,000",0,24%,-1%
*03ygn*,David Rittich,NJD,G,216,W <small>(Sun)</small>,34,,"1,000,000",59.11,25%,-1%
*04qxy*,Alexander Romanov,NYI,D,351,W <small>(Sun)</small>,26,,"6,250,000",49.58,45%,-1%
